courseUrl,job_name,name_company,upadte_date,rank,industry,amount,age,level,experience,salary,headquarters,Application_deadline,technical_requirements,welfare,describe
https://sieuthivieclam.vn/viec-lam/tho-lam-toc-CV2024-26980.html,THỢ LÀM TÓC / LỄ TÂN(Mã:CV2024-26980),HAIR SALON BOBO,Ngày cập nhật: 23/07/2024,Nhân viên,"Du lịch nhà hàng - Khách sạn - Ăn uống, Ngành nghề khác",20														(20 nữ),Dưới 30 tuổi,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 1,23/08/2024,"['\n - Trao đổi thêm khi phỏng vấn', '\n - Nhanh nhẹn, vui vẻ, lịch sự']",['\n - Trao đổi thêm khi phỏng vấn'],"['\n ', ' (Thợ mới chưa có kinh nghiệm)', '\n - 05 thợ Nữ, dưới 30 tuổi', '\n - Không có kinh nghiệm, được đào tạo và hướng dẫn làm việc', '\n - Mức lương: 10.000.000 – 20.000.000 đ/tháng', '\n ', ' (Đã có kinh nghiệm)', '\n - 05 thợ Nữ, dưới 30 tuổi', '\n - Đã có kinh nghiệm', '\n - Mức lương: 20.000.000 – 30.000.000 đ/tháng', '\n ', '\n - 02 Nữ, dưới 30 tuổi', '\n - Yêu cầu: Biết tiếng Trung cơ bản', '\n - Mức lương: 10.000.000 – 15.000.000 đ/tháng', '\n ', '\n - 05 thợ Nữ, dưới 35 tuôi', '\n - Ưu tiên có kinh nghiệm, nếu không có kinh nghiệm sẽ được đào tạo, hướng dẫn', '\n - Mức lương: 8.000.000 – 15.000.000 đ/tháng', '\n ', '\n ', 'Theo ca, theo giờ mở cửa của Salon, 9g00 – 21g00']"
https://sieuthivieclam.vn/viec-lam/giup-viec-nha--bao-an-o--CV2024-26981.html,Giúp Việc Nhà ( Bao ăn ở )(Mã:CV2024-26981),Tư Nhân Nguyễn Thị Ánh,Ngày cập nhật: 26/07/2024,Nhân viên,Lao động phổ thông - Tạp vụ - Giúp việc nhà,0														(1 nữ),Trên 45 tuổi,Lao động phổ thông,Không yêu cầu,6.000.000VNĐ,Quận 7,04/08/2024,"['\n 01 Đơn xin việc có dán ảnh', '\n 02 Bản sơ yếu lý lịch có công chứng xác nhận của UBND phường/xã', '\n Bản sao hộ khẩu, CMND có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n Bản sao các văn bằng, chứng chỉ nghề liên quan có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n 02 Tấm hình mới nhất khổ 3x4', '\n (Tất cả giấy tờ trên có thời hạn không quá 6 tháng kể từ ngày công chứng)']",[],['\n - Từ 45 tuổi trở lên.']
https://sieuthivieclam.vn/viec-lam/nguyen-thi-thien-huong-CV2024-26977.html,GIÚP VIỆC NHÀ THEO GIỜ(Mã:CV2024-26977),GIA ĐÌNH CHỊ NGUYỄN THỊ THIÊN HƯƠNG,Ngày cập nhật: 29/07/2024,Nhân viên,Thời vụ - Bán thời gian - Dạy kèm,1														(1 nữ),22 - 35,Lao động phổ thông,Không yêu cầu,2.500.000VNĐ,Quận Gò Vấp,22/08/2024,"['\n Biết nấu ăn, biết làm việc nhà', '\n Nữ, từ 22-35 tuổi, ưu tiên sinh viên', '\n \xa0']","['\n - Giúp việc nhà theo giờ', '\n - Lương 100.000đ/ giờ', '\n Chị Hương -\xa00767258960']","['\n - Giúp việc nhà theo giờ, hướng dẫn cách tự nấu ăn, cách tự dọn dẹp nhà cửa gọn gàng ngăn nắp.', '\n - Mỗi tuần làm 3 buổi vào buổi sáng, mỗi buổi 2 tiếng', '\n - Trao đổi chi tiết khi phỏng vấn.']"
https://sieuthivieclam.vn/viec-lam/bao-ve--quan-ly-ky-tuc-xa--giao-vien-CV2024-26984.html,BẢO VỆ / QUẢN LÝ KÝ TÚC XÁ / GIÁO VIÊN(Mã:CV2024-26984),TRUNG TÂM GIÁO DỤC NGHỀ NGHIỆP GIÁO DỤC THƯỜNG XUYÊN QUẬN 1,Ngày cập nhật: 02/08/2024,Nhân viên,"Bảo vệ - Vệ sĩ - An ninh, Ngành nghề khác",10,0,Lao động phổ thông,Không yêu cầu,Thoả thuận,"Quận 1, Quận 12, Quận Tân Phú",09/08/2024,"['\n ', '\n - Số lượng cần tuyển: 04 nam', '\n - Thời gian làm việc: theo ca', '\n - Mức lương: 5.000.000 – 7.000.000 đ/tháng', '\n - Được hưởng đầy đủ chế độ theo quy định', '\n - Độ tuổi từ 30 đến 50, sức khỏe tốt, trung thực, siêng năng', '\n - Trình độ tốt nghiệp THCS/THPT. Có hộ khẩu hoặc KT3 tại Tp.HCM', '\n ', '\n ', '\n - Số lượng: 04, ưu tiên Nam', '\n - Tốt nghiệp Đại học, năng động, biết chơi thể thao', '\n - Mức lương: 15.000.000 đ/tháng', '\n - Làm việc tại Tân Phú, Quận 12', '\n ', '\n - Số lượng: 02 Nam/Nữ', '\n - Tốt nghiệp Đại học sư phạm hoặc phù hợp, có chứng chỉ giảng dạy', '\n - Mức lương khởi điểm: 100.000 – 150.000 đ/ tiết', '\n - Làm việc tại Tân Phú, Quận 12', '\n ', '\n - Có chứng chỉ giảng dạy, có kinh nghiệm, dạy giỏi thu hút học sinh', '\n - Mức lương khởi điểm: 100.000 – 150.000 đ/ tiết', '\n - Làm việc tại Tân Phú, Quận 12']",[],[]
https://sieuthivieclam.vn/viec-lam/nhan-vien-ky-thuat-CV2024-26991.html,NHÂN VIÊN KỸ THUẬT(Mã:CV2024-26991),CÔNG TY TNHH XE NÂNG MIỀN NAM,Ngày cập nhật: 02/08/2024,Nhân viên,"Cơ khí - Kỹ thuật ứng dụng - Tự động hóa, Lái xe - Vận tải - Chuyển phát nhanh - Giao hàng",1														(1 nam),0,Trung học phổ thông,Không yêu cầu,13.000.000VNĐ,Quận 12,31/08/2024,"['\n - Tốt nghiệp từ THPT trở lên, ưu tiên biết hàn tiện cơ khí, điện.', '\n - Trung thực, sức khỏe tốt, vui vẻ, hòa đồng, có tinh thần trách nhiệm.', '\n - Siêng năng, ham học hỏi, sẽ được đào tạo nghề.']","['\n ', '\n - Mức lương cạnh tranh,\xa0phụ cấp, …', '\n - Có nhiều cơ hội phát triển và thăng tiến trong công việc.', '\n - Được ký kết HĐLĐ và hưởng đầy đủ chế độ BHYT, BHXH, BHTN.', '\n - Môi trường chuyên nghiệp, đồng nghiệp vui vẻ hòa đồng, thân thiện.', '\n - Phúc lợi theo quy định của công ty.']","['\n - Bảo trì, bảo dưỡng máy móc thiết bị.', '\n - Xử lý sự cố máy khi hỏng hóc.', '\n - Sữa chữa bảo trì xe nâng hàng; giao xe nâng cho khách.', '\n - Đề xuất, cung cấp dịch vụ bảo dưỡng.', '\n - Tư vấn, hỗ trợ kĩ thuật cho khách hàng.', '\n - Thời gian làm việc: Từ thứ 2 – thứ 7', '\n ', ' 268/7 An Phú Đông 3, Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh, Việt Nam.']"
https://sieuthivieclam.vn/viec-lam/nhan-vien-ke-toan-CV2024-26982.html,KẾ TOÁN VIÊN - KẾ TOÁN TỔNG HỢP(Mã:CV2024-26982),CÔNG TY TNHH TƯ VẤN ANH PHONG,Ngày cập nhật: 02/08/2024,Nhân viên,"Chăm sóc khách hàng - Điện thoại viên - Quảng cáo - PR, Kế toán - Kiểm toán - Thu ngân",4,20 - 35,Trung cấp,2,10.000.000VNĐ,Quận Gò Vấp,25/08/2024,"['\n 1/ KẾ TOÁN VIÊN', '\n - Tốt nghiệp Trung cấp, Cao đẳng, Đại học ngành kinh tế, kế toán, tài chính.', '\n - Trung thực, năng động, cầu tiến', '\n - Thành thạo vi tính', '\n - Biết Tiếng Anh là một ưu tiên.', '\n 2/ KẾ TOÁN TỔNG HỢP', '\n - Tốt nghiệp Trung cấp, Cao đẳng, Đại học ngành kinh tế, kế toán, tài chính.', '\n - Trung thực, năng động, cầu tiến', '\n - Thành thạo vi tính']","['\n 1/ KẾ TOÁN VIÊN', '\n - Lương thỏa thuận', '\n - Được đóng đầy đủ các chế độ BHYT, BHXH, BHTN theo qui định của luật lao dộng.', '\n 2/ KẾ TOÁN TỔNG HỢP', '\n - Lương : 10.000.000đ/ tháng', '\n - Được đóng đầy đủ các chế độ BHYT, BHXH, BHTN theo qui định của luật lao dộng.']","['\n 1/ KẾ TOÁN VIÊN', '\n - Số lượng: 03', '\n - Nhân viên kế toán, không cần kinh nghiệm, sẽ được đào tạo.', '\n - Ưu tiên sinh viên mới tốt nghiệp hoặc sinh viên năm cuối.', '\n 2/ KẾ TOÁN TỔNG HỢP', '\n - Số lượng: 01', '\n - Có 02 năm kinh nghiệm làm kế toán', '\n - Có kinh nghiệm về dệt là một ưu tiên', '\n - Làm việc tại quận Tân Bình, Tp.HCM']"
https://sieuthivieclam.vn/viec-lam/nhan-vien-ky-thuat-CV2024-26992.html,NHÂN VIÊN KỸ THUẬT(Mã:CV2024-26992),CÔNG TY TNHH THIẾT BỊ VĂN PHÒNG GIA THỊNH,Ngày cập nhật: 06/08/2024,Nhân viên,"Cơ khí - Kỹ thuật ứng dụng - Tự động hóa, Công nghệ thông tin, Ngành nghề khác",1														(1 nam),Tuổi từ 25 đến 35,Trung cấp,Không yêu cầu,14.000.000VNĐ,Quận Gò Vấp,20/08/2024,"['\n - Số lượng: 01 (Nam)', '\n - Tốt nghiệp Trung cấp, Cao đẳng ngành kỹ thuật, cơ khí, cơ-điện tử hoặc chuyên ngành phần cứng máy tính.', '\n - Tuổi từ 25 đến 35, sức khỏe tốt, có tinh thần trách nhiệm, muốn có công việc ổn định lâu dài.']","['\n ', '\n - Được ký kết HĐLĐ, có lương tháng 13, hưởng đầy đủ các chế độ BHYT, BHXH, BHTN, xét tăng lương theo qui định của công ty.', '\n - Có nhiều cơ hội phát triển, thăng tiến trong công việc.', '\n - Môi trường làm việc chuyên nghiệp, thân thiện.', '\n - Phúc lợi, phụ cấp theo quy định của công ty.']","['\n ', '\n - Bảo trì, bảo dưỡng máy in, máy photocopy.', '\n - Xử lý sự cố máy khi hỏng hóc.', '\n - Cài đặt driver in, scan, và các phần mềm quản lý máy in.', '\n - Đề xuất, cung cấp dịch vụ sửa chữa, bảo dưỡng.', '\n - Tư vấn, hỗ trợ kỹ thuật cho khách hàng.', '\n - Các công việc theo yêu cầu của Tp.kỹ thuật.', '\n - Có kinh nghiệm trong ngành hoặc làm cho các công ty tương tự là 1 lợi thế.', '\n - Thời gian làm việc: Giờ hành chính( sáng : 8h-11h30; chiều : 13h30-5h15), từ thứ 2 – thứ 6.', '\n Thứ 7 (sáng : 8h-11h30; chiều: chỉ làm nếu có việc đột xuất).', '\n ', '\n Lầu 3, Số 30 Đường số 10, Phường 10, quận Gò Vấp, Tp. Hồ Chí Minh, Việt Nam.']"
https://sieuthivieclam.vn/viec-lam/nhan-vien-ky-thuat-CV2024-26998.html,NHÂN VIÊN KỸ THUẬT(Mã:CV2024-26998),CÔNG TY TNHH SƠN HÀ CT,Ngày cập nhật: 16/08/2024,Nhân viên,"Cơ khí - Kỹ thuật ứng dụng - Tự động hóa, Thiết kế - Xây dựng",1														(1 nam),25-45,Cao đẳng,2,Thoả thuận,Quận Gò Vấp,10/09/2024,"['\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ']",[],[]
https://sieuthivieclam.vn/viec-lam/chuyen-vien-kinh-doanh-CV2024-26993.html,CHUYÊN VIÊN KINH DOANH(Mã:CV2024-26993),TỔNG CÔNG TY CỔ PHẦN NOVA SERVICE,Ngày cập nhật: 14/08/2024,Nhân viên,Kinh doanh - Tiếp thị - Bán hàng,10,0,Cao đẳng,Không yêu cầu,7.500.000VNĐ,Quận 1,24/08/2024,['\n - Thời gian làm việc: Giờ hành chánh'],[],[]
https://sieuthivieclam.vn/viec-lam/nhan-vien-kinh-doanh-CV2024-26994.html,NHÂN VIÊN KINH DOANH(Mã:CV2024-26994),BẢO HIỂM CÔNG NGHỆ FWD,Ngày cập nhật: 15/08/2024,Nhân viên,Kinh doanh - Tiếp thị - Bán hàng,20,0,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 3,25/08/2024,"['\n • Có sự yêu thích với kinh doanh, chưa có kinh nghiệm sẽ được đào tạo', '\n • Ưu tiên có kinh nghiệm làm việc trong lĩnh vực ngân hàng, tài chính, bảo hiểm, sales, tư vấn, bán hàng, chăm sóc khách hàng, là một lợi thế', '\n • Có khả năng thực hiện các kế hoạch kinh doanh']","['\n • Lương: Hoa hồng + Thưởng doanh số + thưởng thêm (tổng từ 20tr - trên 50tr/tháng)', '\n • Được đào tạo đầy đủ về kỹ năng mềm, kỹ năng telesale, kỹ năng đàm phán với khách hàng trực tiếp và gián tiếp.', '\n • Được đào tạo và cấp chứng chỉ của Bộ Tài Chính.', '\n • Hưởng lương đúng với năng lực của bản thân, khẳng định tính công bằng.', '\n • Chi tiết về công việc sẽ được trao đổi trực tiếp tại buổi phỏng vấn']","['\n ', '\n ', '\n ', '\n ""Dự án phát triển tại CÔNG TY TNHH BẢO HIỂM FWD VIỆT NAM”', '\n Anh chị em nào muốn có công việc ổn định, tự do, an nhàn, không áp lực, làm việc hoàn toàn công nghệ 4.0. ➡ Môi trường làm việc tốt ➡ Thu nhập ổn định.', '\n * KHÔNG QUAN TÂM BẰNG CẤP', '\n * KHÔNG QUAN TÂM TUỔI TÁC', '\n * KHÔNG QUAN TÂM NGOẠI HÌNH', '\n * KHÔNG GÒ BÓ THỜI GIAN', '\n * MIỄN PHÍ PHÍ ĐÀO TẠO VÀ THI TUYỂN']"
